id,title,category,text,source,source_type,date
1281,SEBI Regulation 1281,Risk Management,"Under SEBI guidelines, portfolio managers are required to disclose insider trading restrictions within 4 days.",SEBI,synthetic,2020-08-02
1282,SEBI Regulation 1282,Stock Brokers,"As per SEBI circular, portfolio managers must ensure financial disclosures to avoid violations.",SEBI,synthetic,2020-08-13
1283,SEBI Regulation 1283,Stock Brokers,Non-compliance with KYC documentation by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2020-07-24
1284,SEBI Regulation 1284,Insider Trading,Non-compliance with KYC documentation by listed companies may attract penalties and legal action.,SEBI,synthetic,2024-01-04
1285,SEBI Regulation 1285,Insider Trading,"Under SEBI guidelines, designated persons are required to disclose transaction monitoring within 8 days.",SEBI,synthetic,2020-11-11
1286,SEBI Regulation 1286,Stock Brokers,The regulation states that portfolio managers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2021-12-15
1287,SEBI Regulation 1287,Insider Trading,Non-compliance with audit records by listed companies may attract penalties and legal action.,SEBI,synthetic,2023-01-24
1288,SEBI Regulation 1288,Stock Brokers,Non-compliance with insider trading restrictions by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2021-09-30
1289,SEBI Regulation 1289,Corporate Governance,"As per SEBI circular, mutual fund houses must ensure financial disclosures to avoid violations.",SEBI,synthetic,2021-04-19
1290,SEBI Regulation 1290,Mutual Funds,The regulation states that market intermediaries should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2024-11-04
1291,SEBI Regulation 1291,Risk Management,Non-compliance with KYC documentation by designated persons may attract penalties and legal action.,SEBI,synthetic,2021-02-07
1292,SEBI Regulation 1292,Stock Brokers,Non-compliance with audit records by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2023-07-26
1293,SEBI Regulation 1293,Risk Management,SEBI mandates that all portfolio managers must comply with transaction monitoring. Failure may result in penalties up to Rs. 25 crores.,SEBI,synthetic,2023-09-21
1294,SEBI Regulation 1294,Mutual Funds,The regulation states that portfolio managers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2024-04-30
1295,SEBI Regulation 1295,KYC Norms,SEBI mandates that all mutual fund houses must comply with KYC documentation. Failure may result in penalties up to Rs. 34 crores.,SEBI,synthetic,2024-04-30
1296,SEBI Regulation 1296,IPO Regulations,The regulation states that portfolio managers should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2024-10-12
1297,SEBI Regulation 1297,Risk Management,"As per SEBI circular, stock brokers must ensure KYC documentation to avoid violations.",SEBI,synthetic,2023-08-26
1298,SEBI Regulation 1298,Stock Brokers,The regulation states that portfolio managers should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2023-09-15
1299,SEBI Regulation 1299,Corporate Governance,"Under SEBI guidelines, stock brokers are required to disclose transaction monitoring within 10 days.",SEBI,synthetic,2021-10-26
1300,SEBI Regulation 1300,Stock Brokers,Non-compliance with insider trading restrictions by stock brokers may attract penalties and legal action.,SEBI,synthetic,2022-12-29
1301,SEBI Regulation 1301,Compliance Reporting,The regulation states that portfolio managers should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2020-01-18
1302,SEBI Regulation 1302,Risk Management,SEBI mandates that all portfolio managers must comply with insider trading restrictions. Failure may result in penalties up to Rs. 32 crores.,SEBI,synthetic,2022-01-25
1303,SEBI Regulation 1303,Insider Trading,Non-compliance with transaction monitoring by listed companies may attract penalties and legal action.,SEBI,synthetic,2021-01-16
1304,SEBI Regulation 1304,Corporate Governance,"Under SEBI guidelines, stock brokers are required to disclose audit records within 8 days.",SEBI,synthetic,2022-05-10
1305,SEBI Regulation 1305,KYC Norms,The regulation states that market intermediaries should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2021-07-26
1306,SEBI Regulation 1306,Risk Management,Non-compliance with financial disclosures by listed companies may attract penalties and legal action.,SEBI,synthetic,2023-10-11
1307,SEBI Regulation 1307,Compliance Reporting,"Under SEBI guidelines, market intermediaries are required to disclose financial disclosures within 2 days.",SEBI,synthetic,2022-06-07
1308,SEBI Regulation 1308,Mutual Funds,"Under SEBI guidelines, market intermediaries are required to disclose audit records within 1 days.",SEBI,synthetic,2020-05-18
1309,SEBI Regulation 1309,Risk Management,"As per SEBI circular, stock brokers must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2024-11-15
1310,SEBI Regulation 1310,Risk Management,The regulation states that market intermediaries should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2023-02-12
1311,SEBI Regulation 1311,Insider Trading,Non-compliance with risk assessment reports by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2020-11-15
1312,SEBI Regulation 1312,Corporate Governance,SEBI mandates that all listed companies must comply with financial disclosures. Failure may result in penalties up to Rs. 46 crores.,SEBI,synthetic,2021-01-27
1313,SEBI Regulation 1313,Compliance Reporting,"As per SEBI circular, stock brokers must ensure KYC documentation to avoid violations.",SEBI,synthetic,2021-03-17
1314,SEBI Regulation 1314,Stock Brokers,Non-compliance with audit records by stock brokers may attract penalties and legal action.,SEBI,synthetic,2020-12-28
1315,SEBI Regulation 1315,Corporate Governance,"Under SEBI guidelines, stock brokers are required to disclose insider trading restrictions within 7 days.",SEBI,synthetic,2022-07-05
1316,SEBI Regulation 1316,Compliance Reporting,The regulation states that portfolio managers should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2023-05-19
1317,SEBI Regulation 1317,Stock Brokers,The regulation states that listed companies should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2020-04-26
1318,SEBI Regulation 1318,KYC Norms,Non-compliance with insider trading restrictions by stock brokers may attract penalties and legal action.,SEBI,synthetic,2020-09-22
1319,SEBI Regulation 1319,Corporate Governance,The regulation states that listed companies should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2023-03-05
1320,SEBI Regulation 1320,Corporate Governance,SEBI mandates that all designated persons must comply with KYC documentation. Failure may result in penalties up to Rs. 19 crores.,SEBI,synthetic,2022-02-18
1321,SEBI Regulation 1321,Insider Trading,"Under SEBI guidelines, stock brokers are required to disclose insider trading restrictions within 2 days.",SEBI,synthetic,2021-10-07
1322,SEBI Regulation 1322,Risk Management,The regulation states that designated persons should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2024-07-06
1323,SEBI Regulation 1323,IPO Regulations,The regulation states that market intermediaries should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2022-03-26
1324,SEBI Regulation 1324,Corporate Governance,Non-compliance with transaction monitoring by listed companies may attract penalties and legal action.,SEBI,synthetic,2022-02-14
1325,SEBI Regulation 1325,Risk Management,"Under SEBI guidelines, listed companies are required to disclose transaction monitoring within 1 days.",SEBI,synthetic,2020-04-16
1326,SEBI Regulation 1326,Risk Management,SEBI mandates that all designated persons must comply with KYC documentation. Failure may result in penalties up to Rs. 33 crores.,SEBI,synthetic,2020-12-02
1327,SEBI Regulation 1327,Stock Brokers,Non-compliance with KYC documentation by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2024-04-19
1328,SEBI Regulation 1328,KYC Norms,"As per SEBI circular, market intermediaries must ensure KYC documentation to avoid violations.",SEBI,synthetic,2022-01-11
1329,SEBI Regulation 1329,Stock Brokers,Non-compliance with financial disclosures by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2024-01-29
1330,SEBI Regulation 1330,Compliance Reporting,The regulation states that mutual fund houses should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2023-03-17
1331,SEBI Regulation 1331,Insider Trading,"As per SEBI circular, designated persons must ensure audit records to avoid violations.",SEBI,synthetic,2020-03-03
1332,SEBI Regulation 1332,Corporate Governance,"Under SEBI guidelines, designated persons are required to disclose transaction monitoring within 5 days.",SEBI,synthetic,2024-01-03
1333,SEBI Regulation 1333,Mutual Funds,SEBI mandates that all listed companies must comply with risk assessment reports. Failure may result in penalties up to Rs. 24 crores.,SEBI,synthetic,2024-06-29
1334,SEBI Regulation 1334,Compliance Reporting,"As per SEBI circular, stock brokers must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2021-12-04
1335,SEBI Regulation 1335,Corporate Governance,The regulation states that market intermediaries should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2021-08-03
1336,SEBI Regulation 1336,Risk Management,Non-compliance with audit records by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2020-01-02
1337,SEBI Regulation 1337,Mutual Funds,The regulation states that designated persons should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2021-10-14
1338,SEBI Regulation 1338,KYC Norms,The regulation states that listed companies should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2021-04-02
1339,SEBI Regulation 1339,Corporate Governance,SEBI mandates that all portfolio managers must comply with transaction monitoring. Failure may result in penalties up to Rs. 6 crores.,SEBI,synthetic,2024-07-26
1340,SEBI Regulation 1340,Corporate Governance,"As per SEBI circular, market intermediaries must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2020-04-19
1341,SEBI Regulation 1341,IPO Regulations,Non-compliance with risk assessment reports by designated persons may attract penalties and legal action.,SEBI,synthetic,2021-08-08
1342,SEBI Regulation 1342,KYC Norms,"As per SEBI circular, market intermediaries must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2021-11-29
1343,SEBI Regulation 1343,Mutual Funds,The regulation states that stock brokers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2024-02-05
1344,SEBI Regulation 1344,Mutual Funds,Non-compliance with transaction monitoring by listed companies may attract penalties and legal action.,SEBI,synthetic,2024-11-17
1345,SEBI Regulation 1345,Mutual Funds,The regulation states that market intermediaries should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2024-08-29
1346,SEBI Regulation 1346,Stock Brokers,SEBI mandates that all market intermediaries must comply with risk assessment reports. Failure may result in penalties up to Rs. 7 crores.,SEBI,synthetic,2022-04-16
1347,SEBI Regulation 1347,Insider Trading,The regulation states that stock brokers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2023-08-10
1348,SEBI Regulation 1348,Insider Trading,"As per SEBI circular, portfolio managers must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2023-12-25
1349,SEBI Regulation 1349,Corporate Governance,SEBI mandates that all mutual fund houses must comply with financial disclosures. Failure may result in penalties up to Rs. 47 crores.,SEBI,synthetic,2021-01-25
